2025-07-10 17:49:38 | INFO     | vehicle_detection | 🚀 Vehicle Detection Server
2025-07-10 18:51:51 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.4
2025-07-10 18:51:51 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.8
2025-07-10 18:51:51 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.088s
2025-07-10 18:51:51 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 37.8
2025-07-10 18:51:56 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:51:56 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:51:56 | INFO     | vehicle_detection.broadcaster |    Frames processed: 7804
2025-07-10 18:51:56 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 14
2025-07-10 18:51:56 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:51:56 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.9
2025-07-10 18:51:56 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 11.2
2025-07-10 18:51:56 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.084s
2025-07-10 18:51:56 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 33.0
2025-07-10 18:52:01 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:01 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:01 | INFO     | vehicle_detection.broadcaster |    Frames processed: 7912
2025-07-10 18:52:01 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 14
2025-07-10 18:52:01 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:01 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.8
2025-07-10 18:52:01 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 11.1
2025-07-10 18:52:01 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.085s
2025-07-10 18:52:01 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 30.9
2025-07-10 18:52:06 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:06 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:06 | INFO     | vehicle_detection.broadcaster |    Frames processed: 8032
2025-07-10 18:52:06 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 10
2025-07-10 18:52:06 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:06 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 12.2
2025-07-10 18:52:06 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 11.5
2025-07-10 18:52:06 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.082s
2025-07-10 18:52:06 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 26.7
2025-07-10 18:52:11 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:11 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:11 | INFO     | vehicle_detection.broadcaster |    Frames processed: 8140
2025-07-10 18:52:11 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 16
2025-07-10 18:52:11 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:11 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 12.1
2025-07-10 18:52:11 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 11.5
2025-07-10 18:52:11 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.082s
2025-07-10 18:52:11 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 27.7
2025-07-10 18:52:16 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:16 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:16 | INFO     | vehicle_detection.broadcaster |    Frames processed: 8246
2025-07-10 18:52:16 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 22
2025-07-10 18:52:16 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:16 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.4
2025-07-10 18:52:16 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.8
2025-07-10 18:52:16 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.088s
2025-07-10 18:52:16 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 37.0
2025-07-10 18:52:21 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:21 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:21 | INFO     | vehicle_detection.broadcaster |    Frames processed: 8356
2025-07-10 18:52:21 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 16
2025-07-10 18:52:21 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:21 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.4
2025-07-10 18:52:21 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.8
2025-07-10 18:52:21 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.088s
2025-07-10 18:52:21 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 37.2
2025-07-10 18:52:26 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:26 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:26 | INFO     | vehicle_detection.broadcaster |    Frames processed: 8460
2025-07-10 18:52:26 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 23
2025-07-10 18:52:26 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:26 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.2
2025-07-10 18:52:26 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.6
2025-07-10 18:52:26 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.089s
2025-07-10 18:52:26 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 35.5
2025-07-10 18:52:31 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:31 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:31 | INFO     | vehicle_detection.broadcaster |    Frames processed: 8562
2025-07-10 18:52:31 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 25
2025-07-10 18:52:31 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:31 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.8
2025-07-10 18:52:31 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.3
2025-07-10 18:52:31 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.092s
2025-07-10 18:52:31 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 39.7
2025-07-10 18:52:36 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:36 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:36 | INFO     | vehicle_detection.broadcaster |    Frames processed: 8666
2025-07-10 18:52:36 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 24
2025-07-10 18:52:36 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:36 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.9
2025-07-10 18:52:36 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.4
2025-07-10 18:52:36 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.091s
2025-07-10 18:52:36 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 44.9
2025-07-10 18:52:41 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:41 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:41 | INFO     | vehicle_detection.broadcaster |    Frames processed: 8768
2025-07-10 18:52:41 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 24
2025-07-10 18:52:41 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:41 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.0
2025-07-10 18:52:41 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.4
2025-07-10 18:52:41 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.091s
2025-07-10 18:52:41 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 47.0
2025-07-10 18:52:46 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:46 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:46 | INFO     | vehicle_detection.broadcaster |    Frames processed: 8874
2025-07-10 18:52:46 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 20
2025-07-10 18:52:46 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:46 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.1
2025-07-10 18:52:46 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.5
2025-07-10 18:52:46 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.090s
2025-07-10 18:52:46 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 43.5
2025-07-10 18:52:51 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:51 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:51 | INFO     | vehicle_detection.broadcaster |    Frames processed: 8978
2025-07-10 18:52:51 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 21
2025-07-10 18:52:51 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:51 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.2
2025-07-10 18:52:51 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.6
2025-07-10 18:52:51 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.089s
2025-07-10 18:52:51 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 42.7
2025-07-10 18:52:56 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:52:56 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:52:56 | INFO     | vehicle_detection.broadcaster |    Frames processed: 9082
2025-07-10 18:52:56 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 26
2025-07-10 18:52:56 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:52:56 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.0
2025-07-10 18:52:56 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.5
2025-07-10 18:52:56 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.091s
2025-07-10 18:52:56 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 45.5
2025-07-10 18:53:02 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:02 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:02 | INFO     | vehicle_detection.broadcaster |    Frames processed: 9182
2025-07-10 18:53:02 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 28
2025-07-10 18:53:02 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:02 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.8
2025-07-10 18:53:02 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.2
2025-07-10 18:53:02 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.093s
2025-07-10 18:53:02 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 49.9
2025-07-10 18:53:07 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:07 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:07 | INFO     | vehicle_detection.broadcaster |    Frames processed: 9282
2025-07-10 18:53:07 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 23
2025-07-10 18:53:07 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:07 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.6
2025-07-10 18:53:07 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.1
2025-07-10 18:53:07 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.094s
2025-07-10 18:53:07 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 53.9
2025-07-10 18:53:12 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:12 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:12 | INFO     | vehicle_detection.broadcaster |    Frames processed: 9386
2025-07-10 18:53:12 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 25
2025-07-10 18:53:12 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:12 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.8
2025-07-10 18:53:12 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.2
2025-07-10 18:53:12 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.093s
2025-07-10 18:53:12 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 48.8
2025-07-10 18:53:17 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:17 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:17 | INFO     | vehicle_detection.broadcaster |    Frames processed: 9486
2025-07-10 18:53:17 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 19
2025-07-10 18:53:17 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:17 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.8
2025-07-10 18:53:17 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.2
2025-07-10 18:53:17 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.093s
2025-07-10 18:53:17 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 47.2
2025-07-10 18:53:22 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:22 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:22 | INFO     | vehicle_detection.broadcaster |    Frames processed: 9586
2025-07-10 18:53:22 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 25
2025-07-10 18:53:22 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:22 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.6
2025-07-10 18:53:22 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.1
2025-07-10 18:53:22 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.094s
2025-07-10 18:53:22 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 48.2
2025-07-10 18:53:27 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:27 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:27 | INFO     | vehicle_detection.broadcaster |    Frames processed: 9678
2025-07-10 18:53:27 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 25
2025-07-10 18:53:27 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:27 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.2
2025-07-10 18:53:27 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 9.7
2025-07-10 18:53:27 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.098s
2025-07-10 18:53:27 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 47.3
2025-07-10 18:53:32 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:32 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:32 | INFO     | vehicle_detection.broadcaster |    Frames processed: 9776
2025-07-10 18:53:32 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 23
2025-07-10 18:53:32 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:32 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.1
2025-07-10 18:53:32 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 9.6
2025-07-10 18:53:32 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.099s
2025-07-10 18:53:32 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 49.7
2025-07-10 18:53:36 | WARNING  | vehicle_detection.detector | ⚠️  Slow detection: 0.347s for 2 frames
2025-07-10 18:53:37 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:37 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:37 | INFO     | vehicle_detection.broadcaster |    Frames processed: 9856
2025-07-10 18:53:37 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 24
2025-07-10 18:53:37 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:37 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 9.5
2025-07-10 18:53:37 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 9.1
2025-07-10 18:53:37 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.105s
2025-07-10 18:53:37 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 49.5
2025-07-10 18:53:42 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:42 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:42 | INFO     | vehicle_detection.broadcaster |    Frames processed: 9946
2025-07-10 18:53:42 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 19
2025-07-10 18:53:42 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:42 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 9.2
2025-07-10 18:53:42 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 8.7
2025-07-10 18:53:42 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.109s
2025-07-10 18:53:42 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 46.1
2025-07-10 18:53:46 | WARNING  | vehicle_detection.detector | ⚠️  Slow detection: 0.283s for 2 frames
2025-07-10 18:53:47 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:47 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:47 | INFO     | vehicle_detection.broadcaster |    Frames processed: 10032
2025-07-10 18:53:47 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 28
2025-07-10 18:53:47 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:47 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 9.0
2025-07-10 18:53:47 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 8.5
2025-07-10 18:53:47 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.112s
2025-07-10 18:53:47 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 47.0
2025-07-10 18:53:52 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:52 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:52 | INFO     | vehicle_detection.broadcaster |    Frames processed: 10122
2025-07-10 18:53:52 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 32
2025-07-10 18:53:52 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:52 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 9.4
2025-07-10 18:53:52 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 8.9
2025-07-10 18:53:52 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.107s
2025-07-10 18:53:52 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 50.3
2025-07-10 18:53:57 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:53:57 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:53:57 | INFO     | vehicle_detection.broadcaster |    Frames processed: 10216
2025-07-10 18:53:57 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 23
2025-07-10 18:53:57 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:53:57 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 9.5
2025-07-10 18:53:57 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 9.0
2025-07-10 18:53:57 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.106s
2025-07-10 18:53:57 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 51.4
2025-07-10 18:54:02 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:54:02 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:54:02 | INFO     | vehicle_detection.broadcaster |    Frames processed: 10322
2025-07-10 18:54:02 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 12
2025-07-10 18:54:02 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:54:02 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.6
2025-07-10 18:54:02 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.1
2025-07-10 18:54:02 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.094s
2025-07-10 18:54:02 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 40.3
2025-07-10 18:54:07 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:54:07 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:54:07 | INFO     | vehicle_detection.broadcaster |    Frames processed: 10432
2025-07-10 18:54:07 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 14
2025-07-10 18:54:07 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:54:07 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.6
2025-07-10 18:54:07 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 11.0
2025-07-10 18:54:07 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.086s
2025-07-10 18:54:07 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 26.4
2025-07-10 18:54:12 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:54:12 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:54:12 | INFO     | vehicle_detection.broadcaster |    Frames processed: 10538
2025-07-10 18:54:12 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 12
2025-07-10 18:54:12 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:54:12 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.5
2025-07-10 18:54:12 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.8
2025-07-10 18:54:12 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.087s
2025-07-10 18:54:12 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 25.8
2025-07-10 18:54:17 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:54:17 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:54:17 | INFO     | vehicle_detection.broadcaster |    Frames processed: 10644
2025-07-10 18:54:17 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 13
2025-07-10 18:54:17 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:54:17 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.4
2025-07-10 18:54:17 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.7
2025-07-10 18:54:17 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.088s
2025-07-10 18:54:17 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 28.3
2025-07-10 18:54:22 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:54:22 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:54:22 | INFO     | vehicle_detection.broadcaster |    Frames processed: 10744
2025-07-10 18:54:22 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 20
2025-07-10 18:54:22 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:54:22 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 11.0
2025-07-10 18:54:22 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 10.4
2025-07-10 18:54:22 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.091s
2025-07-10 18:54:22 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 29.4
2025-07-10 18:54:27 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:54:27 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:54:27 | INFO     | vehicle_detection.broadcaster |    Frames processed: 10834
2025-07-10 18:54:27 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 21
2025-07-10 18:54:27 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:54:27 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 10.1
2025-07-10 18:54:27 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 9.6
2025-07-10 18:54:27 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.099s
2025-07-10 18:54:27 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 32.9
2025-07-10 18:54:30 | WARNING  | vehicle_detection.detector | ⚠️  Slow detection: 0.485s for 2 frames
2025-07-10 18:54:33 | WARNING  | vehicle_detection.detector | ⚠️  Slow detection: 0.284s for 2 frames
2025-07-10 18:54:33 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:54:33 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:54:33 | INFO     | vehicle_detection.broadcaster |    Frames processed: 10908
2025-07-10 18:54:33 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 20
2025-07-10 18:54:33 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:54:33 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 9.0
2025-07-10 18:54:33 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 8.5
2025-07-10 18:54:33 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.111s
2025-07-10 18:54:33 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 35.5
2025-07-10 18:54:33 | WARNING  | vehicle_detection.detector | ⚠️  Slow detection: 0.225s for 2 frames
2025-07-10 18:54:38 | INFO     | vehicle_detection.broadcaster | 📊 Performance Stats:
2025-07-10 18:54:38 | INFO     | vehicle_detection.broadcaster |    Device: MPS
2025-07-10 18:54:38 | INFO     | vehicle_detection.broadcaster |    Frames processed: 11004
2025-07-10 18:54:38 | INFO     | vehicle_detection.broadcaster |    Current vehicles: 23
2025-07-10 18:54:38 | INFO     | vehicle_detection.broadcaster |    Connected clients: 1
2025-07-10 18:54:38 | INFO     | vehicle_detection.broadcaster |    Detection FPS: 9.1
2025-07-10 18:54:38 | INFO     | vehicle_detection.broadcaster |    Broadcast FPS: 8.6
2025-07-10 18:54:38 | INFO     | vehicle_detection.broadcaster |    Avg detection time: 0.110s
2025-07-10 18:54:38 | INFO     | vehicle_detection.broadcaster |    Avg vehicles/frame: 37.6
